600073,2015,89.83333333,89.83333333,89.83333333,89.83333333,8.983333333000001,24,1,M&A,EVENT00116,1,2014,2015,2016
600091,2015,83.5,83.5,83.5,83.5,8.35,4,1,M&A,EVENT00135,1,2014,2015,2016
600111,2016,66.2,66.2,66.2,66.2,6.62,10,1,Periodic,EVENT00017,1,2015,2016,2017
600113,2016,71.69230769,71.6923076923077,71.69230769,71.69230769,7.169230769,13,1,Other,EVENT00169,1,2015,2016,2017
600120,2016,55.16666667,55.16666666666666,55.16666667,55.16666667,5.516666667,12,1,M&A,EVENT00168,1,2015,2016,2017
600121,2020,67.5,67.5,67.5,67.5,6.75,10,1,Other,EVENT00054,1,2019,2020,2021
600123,2017,72.45454545,72.45454545454545,72.45454545,72.45454545,7.245454544999999,11,1,Other,EVENT00198,1,2016,2017,2018
600127,2017,72.71428571,72.71428571428571,72.71428571,72.71428571,7.271428570999999,7,1,Other,EVENT00193,1,2016,2017,2018
600136,2015,77.88888889,77.88888888888889,77.88888889,77.88888889,7.788888889000001,18,1,Other,EVENT00106,1,2014,2015,2016
600139,2015,74.5,74.5,74.5,74.5,7.45,4,1,M&A,EVENT00104,1,2014,2015,2016
600145,2021,42.0,42.0,42.0,42.0,4.2,6,1,Other,EVENT00062,1,2020,2021,2022
600151,2017,37.75,37.75,37.75,37.75,3.775,8,1,M&A,EVENT00194,1,2016,2017,2018
600152,2017,91.0,91.0,91.0,91.0,9.1,3,1,M&A,EVENT00186,1,2016,2017,2018
600155,2015,87.875,87.875,87.875,87.875,8.7875,8,1,M&A,EVENT00144,1,2014,2015,2016
600162,2019,52.0,52.0,52.0,52.0,5.2,4,1,Other,EVENT00046,1,2018,2019,2020
600165,2015,76.69230769,76.6923076923077,76.69230769,76.69230769,7.669230769,13,1,M&A,EVENT00128,1,2014,2015,2016
600175,2016,47.07142857,47.07142857142857,47.07142857,47.07142857,4.707142857,14,1,Periodic,EVENT00161,1,2015,2016,2017
600175,2018,73.6,73.6,73.6,73.6,7.359999999999999,5,1,M&A,EVENT00032,0,2017,2018,2019
600177,2015,39.75,39.75,39.75,39.75,3.975,4,1,M&A,EVENT00002,1,2014,2015,2016
600209,2016,22.76470588,22.764705882352946,22.76470588,22.76470588,2.276470588,17,1,Other,EVENT00171,1,2015,2016,2017
600211,2022,62.6,62.6,62.6,62.6,6.26,5,1,Other,EVENT00078,1,2021,2022,2023
600226,2015,65.3,65.3,65.3,65.3,6.529999999999999,20,1,Other,EVENT00124,1,2014,2015,2016
600226,2016,60.22222222,60.22222222222222,60.22222222,60.22222222,6.022222222,9,1,Periodic,EVENT00013,0,2015,2016,2017
600237,2016,100.0,100.0,100.0,100.0,10.0,18,1,M&A,EVENT00145,1,2015,2016,2017
600238,2018,80.0,80.0,80.0,80.0,8.0,3,1,Other,EVENT00225,1,2017,2018,2019
600242,2023,60.16071429,60.160714285714285,46.57142857,73.75,6.016071429,11,2,Other,EVENT00081 | EVENT00083,1,2022,2023,2024
600246,2023,76.5,76.5,76.5,76.5,7.65,2,1,Other,EVENT00084,1,2022,2023,2024
600271,2019,69.75,69.75,69.75,69.75,6.975,4,1,Other,EVENT00041,1,2018,2019,2020
600326,2019,67.69230769,67.6923076923077,67.69230769,67.69230769,6.769230769000001,13,1,Other,EVENT00045,1,2018,2019,2020
600329,2017,92.85714286,92.85714286,92.85714286,92.85714286,9.285714286,14,1,Other,EVENT00195,1,2016,2017,2018
600358,2017,70.11111111,70.11111111111111,70.11111111,70.11111111,7.011111111,9,1,M&A,EVENT00190,1,2016,2017,2018
600360,2020,67.6,67.6,67.6,67.6,6.76,10,1,Other,EVENT00057,1,2019,2020,2021
600385,2017,60.0,60.0,60.0,60.0,6.0,6,1,Other,EVENT00202,1,2016,2017,2018
600389,2021,98.0,98.0,98.0,98.0,9.8,3,1,Other,EVENT00069,1,2020,2021,2022
600397,2022,72.5,72.5,72.5,72.5,7.25,2,1,Other,EVENT00074,1,2021,2022,2023
